"","cluster_id","depth_m","seaTemp","seaSal","seaPH","seaTCO2","seaTA","seaDO","seaChl","seaSi","seaNH4","seaNO3","seaNO2","seaPO3","distanceSho","ta_hucMean","ta_hucMax","ta_hucMin","numberRiv_15km","composite_fw_expose","composite_fw_exp_mo","flowYear_cfs","flowYear_m3s","month","distanceRiv","soilpH_hucMean","soilpH_hucMax","lat","lon","latInteger","year","day","upwell","upwellN","depth_bin","date_only","dataset_id"
"383","C1342",1,13.36,33.4,7.86216666666667,NA,2206,NA,NA,NA,NA,NA,NA,NA,0,4480.42391304348,39800,543,5,1.03172657129884,2.43625158737842,107.538,3.0451320384,4,3054.53271377343,69.8626089002545,80,34.7188,-120.6088,35,2015,16,1.007,10.106,0,2015-04-16,36
"384","C1343",0,10.6,33.03,7.937962442,NA,2302.41238,301.23314,NA,NA,NA,NA,NA,NA,1.61783531175596,2468.21052631579,5600,1110,12,0.760439924283217,0.953730875445617,0,0,4,2717.25764180006,55.6792147676667,74,38.3163,-123.072,38,2015,27,1.043,18.399,0,2015-04-27,28
"385","C1344",0,10.1,33.04,7.978224797,NA,2308.101603,316.3909415,NA,NA,NA,NA,NA,NA,1.71594232426026,2468.21052631579,5600,1110,12,0.773093149506052,0.969559333252733,0.994,0.0281468992,4,2738.00845330727,55.6792147676667,74,38.3192,-123.0747,38,2015,27,1.043,18.399,0,2015-04-27,37
"386","C1345",4,14.62,33.1,8.027,NA,2226,NA,NA,NA,NA,NA,NA,NA,0,5059.69863731656,36800,471,13,0.401464353999086,0.326840865668128,4.475,0.12671768,4,424.195517434013,67.1936659179238,79,34.4093,-119.6849,34,2015,29,0.385,1.716,0,2015-04-29,32
"387","C1346",1,14,33,7.9585,NA,2230.4,NA,NA,NA,NA,NA,NA,NA,0,5059.69863731656,36800,471,13,0.482168418123399,0.381904613549137,4.475,0.12671768,4,334.214463841323,67.1936659179238,79,34.41,-119.6854,34,2015,29,0.385,1.716,0,2015-04-29,36
"388","C1347",2,15.9,32.72,NA,NA,2417.32,NA,NA,NA,NA,NA,NA,NA,0.159188082376575,1971.75757575758,6400,60,29,1.03603698573736,1.00447390282163,0.218,0.0061730624,4,872.439695961189,61.4284765489768,84,38.16,-122.91,38,2015,30,2.175,41.619,0,2015-04-30,38
"389","C1348",2,18.3,32.31,8.035144825,NA,2437.89822,245.9193689,NA,NA,NA,NA,NA,NA,0.622400413411528,1971.75757575758,6400,60,29,1.07166526634127,1.040577552999,0.939,0.0265894752,4,528.861526618697,61.4284765489768,84,38.16,-122.9,38,2015,30,2.175,41.619,0,2015-04-30,38
"390","C1349",0,11.1,33.46,8.06,NA,2324.61,245.847805092218,NA,NA,NA,NA,NA,NA,0.720263616614587,2468.21052631579,5600,1110,10,69.2837717639772,32.1248346305944,2724.378,77.1456669504,5,1118.94052456185,55.6792147676667,74,38.4409,-123.1257,38,2015,2,-0.239,-5.136,0,2015-05-02,27
"391","C135",0,14.54,27.42,NA,NA,2028.03,NA,NA,NA,NA,NA,NA,NA,0,1971.75757575758,6400,60,29,0.945345819168541,3.33732035589913,1.33,0.037661344,2,1720.36243748156,61.4284765489768,84,38.134,-122.878,38,2010,16,-0.419,-3.467,0,2010-02-16,38
"392","C1350",0,13.8,32.5,8.07,NA,2313.6,310.038243469966,NA,NA,NA,NA,NA,NA,0,2468.21052631579,5600,1110,19,4.24684724560413,2.00270658040725,2.048,0.0579928064,5,14.1450754167418,55.6792147676667,74,38.5479,-123.2968,39,2015,2,0.732,14.684,0,2015-05-02,27
"393","C1351",0,11.5,31.44,8.02,NA,2275.16,268.559174170566,NA,NA,NA,NA,NA,NA,0.180748170103906,1652.24,3200,226,22,4.98679183488223,2.54925511990478,5.942,0.1682584256,5,45.2248169416965,53.4812943328349,75,38.8663,-123.655,39,2015,2,0.732,14.684,0,2015-05-02,27
"394","C1352",1,14.83,33.1,8.21066666666667,NA,2239.4,NA,NA,NA,NA,NA,NA,NA,1.28362450026653,5059.69863731656,36800,471,14,0.163047655781802,0.074653420125303,0.184,0.0052102912,5,451.042781509782,67.1936659179238,79,34.4067,-119.8775,34,2015,3,0.3,1.624,0,2015-05-03,36
"395","C1353",0,9.8,33.76,8,NA,2322.29,265.395639456545,NA,NA,NA,NA,NA,NA,1.34290172846368,1652.24,3200,226,22,5.82111879508483,4.15399539457222,0.751,0.0212659168,5,1071.33886807488,53.4812943328349,75,39.2823,-123.8028,39,2015,3,0.93,17.648,0,2015-05-03,27
"396","C1354",0,10.1,33.63,8.01,NA,2322.75,270.179649197161,NA,NA,NA,NA,NA,NA,0.460744188349724,1652.24,3200,226,14,1.76083760001175,1.43262688867213,0.461,0.0130540448,5,816.31761037116,53.4812943328349,75,39.5988,-123.7878,40,2015,3,1.359,29.693,0,2015-05-03,27
"397","C1355",0,9.5,33.59,7.93,NA,2341.13,257.40247121985,NA,NA,NA,NA,NA,NA,0,1993.06896551724,12000,150,7,42.6043104016841,29.1119853615896,0.101,0.0028599968,5,311.335928939432,53.9248192697967,75,40.6974,-124.2754,41,2015,3,3.097,65.725,0,2015-05-03,27
"398","C1356",0,9.4,33.62,7.88,NA,2333.35,279.390648097369,NA,NA,NA,NA,NA,NA,1.09896647919367,1993.06896551724,12000,150,12,4.63507181214398,2.44865613775777,1.899,0.0537736032,5,487.070630756445,53.9248192697967,75,41.0571,-124.1495,41,2015,3,3.097,65.725,0,2015-05-03,27
"399","C1357",0,11,33.04,8.02,NA,2317.204975,282.798812818377,NA,NA,NA,NA,NA,NA,1.61777184096588,2468.21052631579,5600,1110,12,0.760439924283217,0.49915714438542,0,0,5,2717.25764180006,55.6792147676667,74,38.3163,-123.072,38,2015,4,0.722,14.2,0,2015-05-04,27
"400","C1358",0,11.7,32.47,8.35,NA,2318.23,259.724713327474,NA,NA,NA,NA,NA,NA,0,783.998095238095,3880,110.2,7,0.446699330103199,0.332903405812161,2.555,0.072349424,5,2605.57518069805,53.1843009733119,71,41.727,-124.1521,42,2015,4,1.801,32.697,0,2015-05-04,27
"401","C1359",0,10.4,31.81,8.14,NA,2292.15,165.487604240298,NA,NA,NA,NA,NA,NA,0,783.998095238095,3880,110.2,19,137.022274464289,85.89917053866,2775.317,78.5880964256,5,582.474385496375,53.1843009733119,71,42.042,-124.2644,42,2015,4,1.801,32.697,0,2015-05-04,27
"402","C136",0,13.88,27.88,NA,NA,2043.24,NA,NA,NA,NA,NA,NA,NA,0.420543118149781,1971.75757575758,6400,60,29,0.991859130044898,3.40867280058394,0.093,0.0026334624,2,1043.82951353834,61.4284765489768,84,38.147,-122.892,38,2010,16,-0.419,-3.467,0,2010-02-16,38
"403","C1360",0,9.8,32.98,8.09,NA,2329.22,234.922859227313,NA,NA,NA,NA,NA,NA,1.06354727861311,783.998095238095,3880,110.2,23,22.0086361986343,14.1024389010106,6.304,0.1785091072,5,62.0214012924209,53.1843009733119,71,42.0684,-124.3148,42,2015,4,1.801,32.697,0,2015-05-04,27
"404","C1361",0,9.2,31.03,7.91,NA,2249.38,196.550550019989,NA,NA,NA,NA,NA,NA,0.557666874764698,1200,1700,700,5,277.986068137184,251.73650631818,12016.003,340.2547537504,5,1240.73565046191,53.5661523752338,70,42.4102,-124.4253,42,2015,4,1.801,32.697,0,2015-05-04,27
"405","C1362",0,10,33.78,7.84,NA,2347.06,175.046526651529,NA,NA,NA,NA,NA,NA,0.769250691097898,1200,1700,700,4,16.367676602378,15.9103072242157,776.07,21.975818976,5,2428.05928813395,53.5661523752338,70,42.8248,-124.5454,43,2015,4,1.741,18.605,0,2015-05-04,27
"406","C1363",0,10,33.92,7.84,NA,2341.19,294.784010402749,NA,NA,NA,NA,NA,NA,2.09219602112049,2172.66666666667,3480,0,3,292.778937056037,268.74976216052,11162.411,316.0837598048,5,1083.61901422828,59.3041790989099,76,43.6601,-124.2076,44,2015,4,0.738,5.153,0,2015-05-04,27
"407","C1364",0,18.1,33.3,8.13,NA,2297.85,243.050171764837,NA,NA,NA,NA,NA,NA,0.076269937338161,4083.22610899873,13600,144,10,0.225450499446448,0.140440984626836,43.472,1.2309879296,5,10477.7408598325,70.6794178505094,84,32.6692,-117.2453,33,2015,5,0.501,1.882,0,2015-05-05,27
"408","C1365",0,15.9,33.16,8.11,NA,2302.38,240.039935496829,NA,NA,NA,NA,NA,NA,0,4031.77777777778,7500,28,14,0.616097395902782,0.547056672554437,0.056,0.0015857408,5,106.816390974038,74.7247013323493,81,33.561,-117.8228,34,2015,5,1.083,4.492,0,2015-05-05,27
"409","C1366",0,13.7,33.24,7.94,NA,2297.92,267.932137307631,NA,NA,NA,NA,NA,NA,0.135581688077273,7759.13020833333,39600,1228.66666666667,3,0.00084645937965583,0,0.027,0.0007645536,5,2481.46994503935,71.5098210639818,84,33.7409,-118.404,34,2015,5,1.083,4.492,0,2015-05-05,27
"410","C1367",0,14.1,33.18,8.05,NA,2298.94,244.458399370725,NA,NA,NA,NA,NA,NA,1.52042590080932,7759.13020833333,39600,1228.66666666667,17,0.167558702906303,0.112505484301924,1.41,0.039926688,5,426.458097029767,71.5098210639818,84,34.0114,-118.8179,34,2015,5,1.083,4.492,0,2015-05-05,27
"411","C1368",0,11.7,32.93,8.14,NA,2292.87,247.737993823575,NA,NA,NA,NA,NA,NA,0.120243403700495,2172.66666666667,3480,0,18,5.3893536751167,4.02454282646496,31.162,0.8824081216,5,764.473970216401,59.3041790989099,76,44.2542,-124.1097,44,2015,5,0.364,3.458,0,2015-05-05,27
"412","C1369",0,9.7,32.78,8,NA,2293,249.828429594518,NA,NA,NA,NA,NA,NA,0.653311772338524,1540,2820,560,12,7.26551341148996,5.1539963969486,22,0.6229696,5,1130.21085944036,56.5577201889125,73,44.8297,-124.0584,45,2015,5,0.101,0.523,0,2015-05-05,27
"413","C137",0,14.62,28.12,NA,NA,2052.39,NA,NA,NA,NA,NA,NA,NA,0.504794668435546,1971.75757575758,6400,60,29,1.05752566996781,3.58775161045019,1.711,0.0484500448,2,889.572499140555,61.4284765489768,84,38.161,-122.906,38,2010,16,-0.419,-3.467,0,2010-02-16,38
"414","C1370",0,12.7,29.43,8.18,NA,2149.57,256.164437048565,NA,NA,NA,NA,NA,NA,0,1540,2820,560,8,19.1578558369621,15.3153885207551,115.438,3.2688347584,5,403.062996998416,56.5577201889125,73,45.1041,-123.9852,45,2015,5,0.101,0.523,0,2015-05-05,27
"415","C1371",0,12.9,30.53,8.15,NA,2161.09,240.459925548196,NA,NA,NA,NA,NA,NA,1.39173319829579,1280,1400,1160,9,50.7077546321587,43.1827678546455,8.625,0.2442324,5,125.948688794562,50.3128942108769,65,45.5936,-123.9493,46,2015,5,0.163,0.754,0,2015-05-05,27
"416","C1372",0,13.3,28.14,8.21,NA,2128.18,265.68000384302,NA,NA,NA,NA,NA,NA,0,1280,1400,1160,3,4.64130211073796,4.48587273745313,589.676,16.6977373568,5,3623.63946012998,50.3128942108769,65,46.0472,-123.9304,46,2015,5,0.163,0.754,0,2015-05-05,27
"417","C1373",0,19.4,33.29,8.14,NA,2305.34,238.038035768219,NA,NA,NA,NA,NA,NA,0,4083.22610899873,13600,144,6,0.250774293708575,0.127650634569521,0.763,0.0216057184,5,7254.68783164259,70.6794178505094,84,32.8636,-117.2548,33,2015,6,0.605,2.042,0,2015-05-06,27
"418","C1374",0,17.1,33.24,8.09,NA,2298.54,249.278099414573,NA,NA,NA,NA,NA,NA,0,4834.5717948718,9600,1,11,0.337595400266181,0.164047210167953,0.161,0.0045590048,5,125.253778632678,71.001846073107,80,33.4307,-117.6318,33,2015,6,0.605,2.042,0,2015-05-06,27
"419","C1375",0,13.1,33.25,8,NA,2324.91,283.381285275851,NA,NA,NA,NA,NA,NA,0.042526010206243,5468.14814814815,22400,3280,9,3.86596523651801,2.43282785069482,94.104,2.6647241472,5,942.389229086099,68.5158976939065,80,34.2743,-119.2987,34,2015,6,1.421,6.242,0,2015-05-06,27
"420","C1376",0,15,33.36,8.08,NA,2337.48,282.507666406528,NA,NA,NA,NA,NA,NA,0.528533731560352,5059.69863731656,36800,471,12,0.295455152424383,0.12442021316168,1.695,0.047996976,5,1338.1812064657,67.1936659179238,79,34.4063,-119.8432,34,2015,6,1.421,6.242,0,2015-05-06,27
"421","C1377",0,14.6,33.42,8.05,NA,2317.8,170.383005713672,NA,NA,NA,NA,NA,NA,0,4890.35732323232,30400,711,10,0.571244685195444,0.458422733703119,9.182,0.2600048576,5,831.651861583081,65.2680631897772,81,35.1412,-120.646,35,2015,6,1.728,12.709,0,2015-05-06,27
"422","C1378",0,13,33.42,8.06,NA,2300.98,194.147798844388,NA,NA,NA,NA,NA,NA,0.479972374795387,4890.35732323232,30400,711,16,0.686089423213798,0.506110833304521,0.184,0.0052102912,5,201.665701208989,65.2680631897772,81,35.5817,-121.1214,36,2015,6,2.395,28.489,0,2015-05-06,27
"423","C1379",0,11.9,33.28,8.06,NA,2304.14,225.077872629037,NA,NA,NA,NA,NA,NA,0,4890.35732323232,30400,711,17,2.66116941051123,1.51706131994965,5.132,0.1453218176,5,60.1542162274152,65.2680631897772,81,35.9829,-121.4922,36,2015,6,2.395,28.489,0,2015-05-06,27
"424","C138",0,14.17,29.78,NA,NA,2095.15,NA,NA,NA,NA,NA,NA,NA,0.611142205702721,1971.75757575758,6400,60,27,1.11550647821773,3.62794796090539,0.137,0.0038794016,2,694.121962107819,61.4284765489768,84,38.176,-122.919,38,2010,16,-0.419,-3.467,0,2010-02-16,38
"425","C1380",0,11.2,2.54,8.26,NA,977.76,335.625581357981,NA,NA,NA,NA,NA,NA,2.8748627279315,1280,1400,1160,9,686.88395547739,1043.69876202215,266617.329,7549.7495818272,5,10995.1046979551,50.3128942108769,65,46.2427,-123.8863,46,2015,6,0.145,0.595,0,2015-05-06,27
"426","C1381",0,12.2,25.06,8.26,NA,1995.65,284.530719638019,NA,NA,NA,NA,NA,NA,0.801363294152715,1280,1400,1160,20,677.752431404202,1028.96430399878,19.882,0.5629946176,5,1073.42981432391,50.3128942108769,65,46.3462,-124.0637,46,2015,6,0.145,0.595,0,2015-05-06,27
"427","C1382",0,12.5,30.84,8.15,NA,2211.14,274.058662199135,NA,NA,NA,NA,NA,NA,0.731580638147458,2204,3600,808,36,1.16390626018036,0.807299818451545,1.761,0.0498658848,5,5135.17832715699,49.9517754744472,70,46.7941,-124.0986,47,2015,6,0.084,0.466,0,2015-05-06,27
"428","C1383",0,13.2,30.76,8.18,NA,2143.9,252.339825407896,NA,NA,NA,NA,NA,NA,0,2204,3600,808,9,20.8690852054441,20.8780716959687,9.045,0.256125456,5,526.780731941347,49.9517754744472,70,47.0705,-124.0706,47,2015,6,0.084,0.466,0,2015-05-06,27
"429","C1384",0,14.5,29.87,8.24,NA,2201.2,226.000463104585,NA,NA,NA,NA,NA,NA,0.045024597784957,2204,3600,808,12,67.458570931276,54.6230979739965,211.972,6.0023687296,5,111.122139271481,49.9517754744472,70,47.2393,-124.2167,47,2015,6,0.084,0.466,0,2015-05-06,27
"430","C1385",0,10.6,33.43,7.88,NA,2292.36,199.770404323704,NA,NA,NA,NA,NA,NA,1.56884463960059,4890.35732323232,30400,711,18,0.640132650661406,0.410906463721901,0.057,0.0016140576,5,851.645363934517,65.2680631897772,81,36.4484,-121.9287,36,2015,7,2.945,40.568,0,2015-05-07,27
"431","C1386",0,12.3,33.39,8.01,NA,2291.27,186.116415392301,NA,NA,NA,NA,NA,NA,2.39409084729719,3538.62857142857,7560,480,10,0.381298443266548,0.247802111578198,0.218,0.0061730624,5,4033.97031582632,62.319452125244,80,36.6216,-121.9045,37,2015,7,2.836,46.634,0,2015-05-07,27
"432","C1387",0,12.8,33.44,8.09,NA,2320.78,174.51998330397,NA,NA,NA,NA,NA,NA,2.36763609020831,3538.62857142857,7560,480,13,1.23729124559233,0.645670331085871,4.284,0.1213091712,5,1689.72293359075,62.319452125244,80,36.9496,-122.0575,37,2015,7,2.836,46.634,0,2015-05-07,27
"433","C1388",0,12.6,33.38,8.21,NA,2303.66,201.879020393963,NA,NA,NA,NA,NA,NA,1.60294608783321,3019.0989010989,8000,880,16,0.84999435381637,0.442808552946607,1.62,0.045873216,5,942.757230869405,57.464115702323,77,37.2322,-122.4151,37,2015,7,2.836,46.634,0,2015-05-07,27
"434","C1389",0,13.6,33.48,NA,NA,2288.53,199.498719911897,NA,NA,NA,NA,NA,NA,2.2787530250646,3019.0989010989,8000,880,16,1.41049389554159,0.646761393329589,0.854,0.0241825472,5,19.5099841177415,57.464115702323,77,37.5245,-122.5176,38,2015,7,4.426,93.297,0,2015-05-07,27
"435","C139",0,13.07,32.08,NA,NA,2158.62,NA,NA,NA,NA,NA,NA,NA,0.648440566430807,1971.75757575758,6400,60,24,1.40893959183806,4.40447189522849,0.232,0.0065694976,2,1413.48851631531,61.4284765489768,84,38.191,-122.933,38,2010,16,-0.419,-3.467,0,2010-02-16,38
"436","C1390",0,13.2,32.39,7.94,NA,2307.29,174.366290789548,NA,NA,NA,NA,NA,NA,0.711033942678972,1971.75757575758,6400,60,21,1.35663015356493,0.680895280777147,9.137,0.2587306016,5,229.41605841232,61.4284765489768,84,37.858,-122.5746,38,2015,7,4.426,93.297,0,2015-05-07,27
"437","C1391",0,12,33.46,7.96,NA,2291.49,175.698256975024,NA,NA,NA,NA,NA,NA,2.02473771529821,1971.75757575758,6400,60,19,0.167750057411063,0.0704691580002103,0.428,0.0121195904,5,657.296076223831,61.4284765489768,84,37.8968,-122.7113,38,2015,7,4.426,93.297,0,2015-05-07,27
"438","C1392",0,11.8,29.29,8.07,NA,2099.64,269.895816051822,NA,NA,NA,NA,NA,NA,0.897868895162204,394,394,394,9,43.5104454756601,32.7055954346366,122.89,3.479851552,5,144.688394860662,48.3251080751399,63,47.6045,-124.3739,48,2015,7,NA,NA,0,2015-05-07,27
"439","C1393",0,13.2,29.92,8.05,NA,2208.41,279.330809766568,NA,NA,NA,NA,NA,NA,0,394,394,394,1,0.910874076380329,0.587991041669633,455.492,12.8980758656,5,14160.108625393,48.3251080751399,63,48.1419,-124.428,48,2015,7,NA,NA,0,2015-05-07,27
"440","C1394",0,11.5,33.54,7.84,NA,2310.27,195.302524213943,NA,NA,NA,NA,NA,NA,0.587985362036562,1971.75757575758,6400,60,29,0.800015578923828,0.294283423222993,2.303,0.0652135904,5,389.478501533625,61.4284765489768,84,38.025,-122.8834,38,2015,8,1.923,43.07,0,2015-05-08,27
"441","C1395",0,11.3,33.42,7.932205328,NA,2251.88307,278.856465,NA,NA,NA,NA,NA,NA,1.61783531175596,2468.21052631579,5600,1110,12,0.760439924283217,0.49915714438542,0,0,5,2717.25764180006,55.6792147676667,74,38.3163,-123.072,38,2015,11,1.78,37.941,0,2015-05-11,28
"442","C1396",0,10.6,33.4,7.927151394,NA,2239.482677,294.3112938,NA,NA,NA,NA,NA,NA,1.71594232426026,2468.21052631579,5600,1110,12,0.773093149506052,0.507960479045875,0.994,0.0281468992,5,2738.00845330727,55.6792147676667,74,38.3192,-123.0747,38,2015,11,1.78,37.941,0,2015-05-11,37
"443","C1397",2,15,33.32,8.10315828,NA,2342.04,263.1862056,NA,NA,NA,NA,NA,NA,0.159188082376575,1971.75757575758,6400,60,29,1.03603698573736,0.415246554384951,0.218,0.0061730624,5,872.439695961189,61.4284765489768,84,38.16,-122.91,38,2015,18,0.352,6.388,0,2015-05-18,38
"444","C1398",2,16,33.19,NA,NA,2355.55375,248.6627501,NA,NA,NA,NA,NA,NA,0.622400413411528,1971.75757575758,6400,60,29,1.07166526634127,0.428443766682216,0.939,0.0265894752,5,528.861526618697,61.4284765489768,84,38.16,-122.9,38,2015,18,0.352,6.388,0,2015-05-18,38
"445","C1399",1,11.97,33.3,7.69366666666667,NA,2215.8,NA,NA,NA,NA,NA,NA,NA,0,4480.42391304348,39800,543,5,1.03172657129884,0.830688835163593,107.538,3.0451320384,5,3054.53271377343,69.8626089002545,80,34.7188,-120.6088,35,2015,21,0.398,3.79,0,2015-05-21,36
"446","C14",54.9,8.108,33.975,NA,2210.55,2261.75,137.65,NA,42.43,NA,27.245,0.255,2.21,4.22905490124182,2468.21052631579,5600,1110,14,7.30468566036837,3.39393169158429,1.869,0.0529240992,5,4687.72547259474,55.6792147676667,74,38.47,-123.25,38,2007,28,1.779,33.932,3,2007-05-28,24
"447","C140",0,13.15,32.92,NA,NA,2160.62,NA,NA,NA,NA,NA,NA,NA,0.688348169350776,1971.75757575758,6400,60,20,1.43813689603909,4.26573903056658,0.232,0.0065694976,2,2256.89808288444,61.4284765489768,84,38.205,-122.946,38,2010,16,-0.419,-3.467,0,2010-02-16,38
"448","C1400",10.8,16.87,32.8,8.05933333333333,NA,2235.2,NA,NA,NA,NA,NA,NA,NA,0.879233333028032,5059.69863731656,36800,471,12,0.158766301961745,0.055325843092655,2.856,0.0808727808,5,1554.08564233631,67.1936659179238,79,34.3932,-119.7301,34,2015,26,0.933,3.558,0,2015-05-26,36
"449","C1401",10.8,17.6,32.9,8.03033333333333,NA,2229.3,NA,NA,NA,NA,NA,NA,NA,0.879233333028032,5059.69863731656,36800,471,12,0.158766301961745,0.025295809392525,2.856,0.0808727808,6,1554.08564233631,67.1936659179238,79,34.3932,-119.7301,34,2015,2,1.274,6.067,0,2015-06-02,36
"450","C1402",7,15.145,32.85,8.07083333333333,NA,2233.15,262.341246925082,NA,NA,NA,NA,NA,NA,0.934790718747689,5059.69863731656,36800,471,20,0.134153116552251,0.0604540668704659,0.599,0.0169617632,6,557.943255903644,67.1936659179238,79,34.465,-120.1196,34,2015,4,1.559,8.582,0,2015-06-04,30
"451","C1403",5,16.19,32.8,7.88,NA,2196,255.767907616798,NA,NA,NA,NA,NA,NA,0.876111555612664,5059.69863731656,36800,471,12,0.158766301961745,0.025295809392525,2.856,0.0808727808,6,1554.08564233631,67.1936659179238,79,34.3932,-119.7301,34,2015,9,0.088,0.239,0,2015-06-09,31
"452","C1404",10.8,17.21,32.8,7.894,NA,2196.4,NA,NA,NA,NA,NA,NA,NA,0.879233333028032,5059.69863731656,36800,471,12,0.158766301961745,0.025295809392525,2.856,0.0808727808,6,1554.08564233631,67.1936659179238,79,34.3932,-119.7301,34,2015,18,0.543,3.757,0,2015-06-18,36
"453","C1405",0,12,33.33,7.944109796,NA,2242.97969,281.8584973,NA,NA,NA,NA,NA,NA,1.61783531175596,2468.21052631579,5600,1110,12,0.760439924283217,0.327032290011168,0,0,6,2717.25764180006,55.6792147676667,74,38.3163,-123.072,38,2015,25,1.393,22.653,0,2015-06-25,28
"454","C1406",0,12.2,33.33,7.954300002,NA,2241.454713,282.1589559,NA,NA,NA,NA,NA,NA,1.71594232426026,2468.21052631579,5600,1110,12,0.773093149506052,0.332684824498704,0.994,0.0281468992,6,2738.00845330727,55.6792147676667,74,38.3192,-123.0747,38,2015,25,1.393,22.653,0,2015-06-25,37
"455","C1407",2,18.6,33.45,NA,NA,2356.67,259.1024802,NA,NA,NA,NA,NA,NA,0.159188082376575,1971.75757575758,6400,60,29,1.03603698573736,0.253177085570932,0.218,0.0061730624,6,872.439695961189,61.4284765489768,84,38.16,-122.91,38,2015,30,0.584,13.89,0,2015-06-30,38
"456","C1408",2,19.2,33.47,7.987079693,NA,2388.70194,230.2633962,NA,NA,NA,NA,NA,NA,0.622400413411528,1971.75757575758,6400,60,29,1.07166526634127,0.262564674138767,0.939,0.0265894752,6,528.861526618697,61.4284765489768,84,38.16,-122.9,38,2015,30,0.584,13.89,0,2015-06-30,38
"457","C1409",10.8,14.98,32.8,8.078,NA,2228.4,NA,NA,NA,NA,NA,NA,NA,0.879233333028032,5059.69863731656,36800,471,12,0.158766301961745,0.0109509817313868,2.856,0.0808727808,7,1554.08564233631,67.1936659179238,79,34.3932,-119.7301,34,2015,1,0.005,0.017,0,2015-07-01,36
"458","C141",0,12.87,34.06,NA,NA,2207.38,NA,NA,NA,NA,NA,NA,NA,0.315969904907245,1971.75757575758,6400,60,19,1.26138750294226,3.78029600645799,0.273,0.0077304864,2,1348.23484232652,61.4284765489768,84,38.217,-122.963,38,2010,16,-0.419,-3.467,0,2010-02-16,38
"459","C1410",10,17.56,32.8,8.046,NA,2229.6,NA,NA,NA,NA,NA,NA,NA,0.931848001801914,5059.69863731656,36800,471,20,0.134153116552251,0.0317307678364398,0.599,0.0169617632,7,557.943255903644,67.1936659179238,79,34.465,-120.1196,34,2015,1,0.005,0.017,0,2015-07-01,36
"460","C1411",5,17.61,33.1,8.047,NA,2215,246.305422576284,NA,NA,NA,NA,NA,NA,0.876111555612664,5059.69863731656,36800,471,12,0.158766301961745,0.0109509817313868,2.856,0.0808727808,7,1554.08564233631,67.1936659179238,79,34.3932,-119.7301,34,2015,9,1.128,1.372,0,2015-07-09,31
"461","C1412",4,17.18,33.3,8.044,NA,2224,182.831827599391,NA,NA,NA,NA,NA,NA,0.937733435693464,5059.69863731656,36800,471,20,0.134153116552251,0.0317307678364398,0.599,0.0169617632,7,557.943255903644,67.1936659179238,79,34.465,-120.1196,34,2015,9,1.128,1.372,0,2015-07-09,30
"462","C1413",0,14.6,32.88,7.85080384,NA,2209.09945,261.7777488,NA,NA,NA,NA,NA,NA,1.61783531175596,2468.21052631579,5600,1110,12,0.760439924283217,0.126607216468857,0,0,7,2717.25764180006,55.6792147676667,74,38.3163,-123.072,38,2015,9,-0.083,-2.362,0,2015-07-09,28
"463","C1414",0,14.4,33.99,7.880037206,NA,2214.781667,263.6329511,NA,NA,NA,NA,NA,NA,1.71594232426026,2468.21052631579,5600,1110,12,0.773093149506052,0.128659270253878,0.994,0.0281468992,7,2738.00845330727,55.6792147676667,74,38.3192,-123.0747,38,2015,9,-0.083,-2.362,0,2015-07-09,37
"464","C1415",2,22.315,33.4883,7.9879,NA,2238.77,238.2,0.31,NA,NA,0,NA,NA,3.1876470226093,4834.5717948718,9600,1,11,0.168596046789901,0.0153060866634751,0.88,0.024918784,7,3166.34625917035,71.001846073107,80,33.485,-117.7689,33,2015,16,0.583,0.138,0,2015-07-16,25
"465","C1416",2,20.119,33.388,7.9656,NA,2232.57,253.51,0.369,NA,NA,0,NA,NA,5.99537643416399,7759.13020833333,39600,1228.66666666667,3,0.026728561826493,0.0038721750464228,8.166,0.2312349888,7,8695.02922681759,71.5098210639818,84,33.8895,-118.4906,34,2015,16,0.858,0.945,0,2015-07-16,25
"466","C1417",0,13.4,33.06,7.831717616,NA,2221.30634,293.5398824,NA,NA,NA,NA,NA,NA,1.61783531175596,2468.21052631579,5600,1110,12,0.760439924283217,0.126607216468857,0,0,7,2717.25764180006,55.6792147676667,74,38.3163,-123.072,38,2015,16,0.342,6.944,0,2015-07-16,28
"467","C1418",30,13.681,33.2949,7.8796,NA,2226.23,277.97,1.829,4.37100488591562,NA,0.243917683365827,0.032197134204289,0.429295122723855,3.1876470226093,4834.5717948718,9600,1,11,0.168596046789901,0.0153060866634751,0.88,0.024918784,7,3166.34625917035,71.001846073107,80,33.485,-117.7689,33,2015,16,0.583,0.138,2,2015-07-16,25
"468","C1419",30,13.963,33.2853,7.863,NA,2227.07,258.47,1.92,3.94196118569445,NA,2.175884515866,0.118063688977482,0.507381142713147,5.99537643416399,7759.13020833333,39600,1228.66666666667,3,0.026728561826493,0.0038721750464228,8.166,0.2312349888,7,8695.02922681759,71.5098210639818,84,33.8895,-118.4906,34,2015,16,0.858,0.945,2,2015-07-16,25
"469","C142",0,13.09,33.94,NA,NA,2208.63,NA,NA,NA,NA,NA,NA,NA,0.408147592915098,1971.75757575758,6400,60,17,1.13642100940055,3.4500294267614,0.273,0.0077304864,2,2210.71047535449,61.4284765489768,84,38.231,-122.978,38,2010,16,-0.419,-3.467,0,2010-02-16,38
